label,full_message,message_clean
0,I though we shd go out n have some fun so bar in town or something ÛÒ sound ok?   ,shd n fun bar town ûò sound ok
0,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)   ",1 write msg 2 dictionary mode 3cover screen hand 4press   ltgt   5gently remove ur hand interesting
1,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324   ",bear pic nick tom pete   dick fact type try gay chat photo upload 08718730666 10pmin 2 stop text 08712460324
1,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION   ",500 new mobile 2004 txt nokia 89545   collect todayfrom å1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction
0,We're finally ready fyi   ,finally ready fyi
0,Auntie huai juan never pick up her phone   ,auntie huai juan pick phone
1,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56   ,double min   double txt   12 price linerental late orange bluetooth mobile mobileupd8 late offer 08000839402 call2optoutlf56
0,"Ya tel, wats ur problem..   ",ya tel wat ur problem
1,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info   ,1 nokia tone 4 ur mob week txt nok 87021 1st tone free   txtin tell ur friend 150ptone 16 reply hl 4info
0,i dnt wnt to tlk wid u   ,dnt wnt tlk wid u
0,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""   ",spend day wait ideal path appear forget path walk wait goodnight
0,Its ok my arm is feeling weak cuz i got a shot so we can go another time   ,ok arm feel weak cuz shot time
0,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..   ,reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday evei netno ticket availablei want book ticket tackle
0,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person  bt not his girlfrnd... G o o d n i g h t . . .@""  ",storm msg wen u lift d phne u hello u knw wt d real meaning hello     d girl     yes u knw dat girl margaret hello d girlfrnd f grahmbell invnte telphone      moralone 4get d person   bt girlfrnd g o o d n g h t
0,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?   ,s ok pop ask bout d tonght wen girl come
0,All e best 4 ur exam later.   ,e good 4 ur exam later
0,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.   ,hope ur head hurt 2   plough way pile iron   stay chinky tonight come round like
0,Oh k.i think most of wi and nz players unsold.   ,oh ki think wi nz player unsold
0,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.   ",haha fast lose weight thk muz 4 month den effect geelater aust bk e weight
0,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy   ",wonder online love   net cafe   phone recharge   friend net   think boytoy
0,"Haha just kidding, papa needs drugs   ",haha kid papa need drug
0,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...   ",thk shld b ya wana 4 lesson haha stretch
0,Oh ok..   ,oh ok
0,R we still meeting 4 dinner tonight?   ,r meet 4 dinner tonight
0,Thats cool! I am a gentleman and will treat you with dignity and respect.   ,s cool gentleman treat dignity respect
0,Shall i start from hear.   ,shall start hear
0,Then we wait 4 u lor... No need 2 feel bad lar...   ,wait 4 u lor need 2 feel bad lar
0,No did you check? I got his detailed message now   ,check detailed message
0,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.   ,register sinco payee log icicibankcom enter urn   ltgt   confirm beware fraud share disclose urn
0,"No, I decided that only people who care about stuff vote and caring about stuff is for losers   ",decide people care stuff vote care stuff loser
0,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...   ,kaiez enjoy ur tuition gee thk e second option sound beta ill yan jiu den msg u
0,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.   ,register sinco payee log icicibankcom enter urn   ltgt   confirm beware fraud share disclose urn
0,cool. We will have fun practicing making babies!   ,cool fun practice baby
0,Actually getting ready to leave the house.   ,actually ready leave house
0,K..k..any special today?   ,kkany special today
1,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU   ",urgent important information o2 user today lucky day 2 find log httpwwwurawinnercom fantastic surprise await
0,Then we gotta do it after that   ,
0,"I've got ten bucks, jay is being noncomittal   ",ve buck jay noncomittal
0,Where at were hungry too   ,hungry
0,Pls speak to that customer machan.   ,pls speak customer machan
0,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams   ,beneath pale moon light think u dream come true goodnite amp sweet dream
0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.   ",wen ur lovable bcum angry wid u dnt seriously coz angry d childish n true way deep affection care n luv kettoda manda nice day da
1,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs   ,dear uve invite xchat final attempt contact u txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18 yrs
0,So wats ur opinion abt him and how abt is character?   ,wat ur opinion abt abt character
0,Jay is snickering and tells me that x is totally fucking up the chords as we speak   ,jay snicker tell x totally fucking chord speak
0,No..few hours before.went to hair cut .   ,nofew hour beforewent hair cut
0,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...   ,wonder cos dun rem silver car thk black
0,Lmao. Take a pic and send it to me.   ,lmao pic send
0,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)""   ",speak feel word silence gud mrng
0,No. She's currently in scotland for that.   ,s currently scotland
0,Do you work all this week ?   ,work week
1,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16   ,congratulation ur award å500 cd gift voucher   free entry 2 å100 weekly draw txt music 87066 tnc wwwldewcom 1 win150ppmx3age16
0,Lol great now im getting hungry.   ,lol great m hungry
0,Yes.. now only saw your message..   ,yes message
0,I'll be at mu in like  &lt;#&gt;  seconds   ,ill mu like   ltgt   second
0,Ok...   ,ok
0,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x   ,thing r good thanx exam march ve revision fran boyf ve interviw 4 exeter bit worriedx
0,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february  I'll come up""  ",tell little spreadsheet track idea smoke determine smoke entire month february   ill come
1,For sale - arsenal dartboard. Good condition but no doubles or trebles!   ,sale   arsenal dartboard good condition double treble
0,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!   ,look building coat want sick hurry home wear coat gym
0,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\""""   ",painful personal thought try everybody happy time recognise
0,Thanks for ve lovely wisheds. You rock   ,thank ve lovely wished rock
0,You intrepid duo you! Have a great time and see you both soon.    ,intrepid duo great time soon
0,I asked sen to come chennai and search for job.   ,ask sen come chennai search job
0,Dad went out oredi...    ,dad oredi
0,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.   ",ju hope true   missin cos m missin feel guilty
0,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...   ,wat late early mah juz 4 dinner lor aiya dunno
0,"Arms fine, how's Cardiff and uni?    ",arm fine s cardiff uni
0,In fact when do you leave? I think addie goes back to school tues or wed   ,fact leave think addie school tue d
0,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \GOODMORNING &amp; HAVE A NICE DAY\"" :)""   ",cool breeze bright sun fresh flower twitter bird wait wish u goodmorning amp nice day
0,Ya:)going for restaurant..   ,yagoe restaurant
0,"Its ok., i just askd did u knw tht no?   ",ok askd u knw tht
1,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.   ,free 1st week entry 2 textpod 4 chance 2 win 40 gb ipod å250 cash wk txt pod 84128 tscs wwwtextpodnet custcare 08712405020
0,Those ducking chinchillas   ,duck chinchilla
0,I am in a marriage function   ,marriage function
0,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.   ,look like u wil b headstart m leave bout 230ish u r desperate company head earlierwe goin meet rummer
0,DonÛ÷t give a flying monkeys wot they think and I certainly donÛ÷t mind. Any friend of mine and all that!   ,donût fly monkey wot think certainly donût mind friend
1,As a registered optin subscriber ur draw 4 å£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts   ,register optin subscriber ur draw 4 å100 gift voucher enter receipt correct 80062 s no1 bbc chart
0,say thanks2.    ,thanks2
0,Msg me when rajini comes.   ,msg rajini come
0,Ya! when are Ì_ taking ure practical lessons? I start in june..     ,ya ì ure practical lesson start june
0,"That's good, because I need drugs   ",s good need drug
0,Stupid.its not possible   ,stupidit possible
0,Can Ì_ all decide faster cos my sis going home liao..   ,ì decide fast cos sis home liao
1,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804   ,summer finally fancy chat flirt sexy single yr area match reply summer free 2 join optout txt stop help08714742804
0,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..   ,u sleep haha spys wat online check n reply mail lor
1,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Callså£1/minmoremobsEMSPOBox45PO139WA   ,claire havin borin time   u wanna cum 2nite chat 09099725823 hope 2 c u luv claire xx callså1minmoremobsemspobox45po139wa
0,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.   ",fight world easy u win lose bt fightng some1 close u dificult u lose   u lose u win   u lose
1,Bought one ringtone and now getting texts costing 3 pound offering more tones etc   ,buy ringtone text cost 3 pound offer tone etc
0,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D   ",yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriageprogram edhae lyf ovr chikkuali vargu lyfu meow meowd
0,Kinda. First one gets in at twelve! Aah. Speak tomo   ,kinda aah speak tomo
1,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!   ",09066362231 urgent mobile 07xxxxxxxxx win å2000 bonus caller prize 020603 2nd attempt reach 09066362231 asap
0,Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...   ,ok good later come find ì c lucky tell ì early later pple finish ì
0,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.   ,wat u thk ill fall actually thk m prone 2 fall lucky dad home ask come n fetch
1,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+   ",07801543489 guarantee latest nokia phone 40 gb ipod mp3 player å500 prize txt wordcollect no83355 tcllc nyusa 150pmt msgrcvd18
0,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .   ,account refill successfully inr   ltdecimalgt   keralacircle prepay account balance rs   ltdecimalgt   transaction d kr ltgt
0,I wont touch you with out your permission.   ,touch permission
1,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL   ,hi lucy hubby meetin day fri   b hotel u fancy cumin pls leave msg 2day 09099726395 lucy x callså1minmobsmorelkpobox177hp51fl
0,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""   ",7 wonder world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st ur lovely friendship good morning dear
0,Take some small dose tablet for fever   ,small dose tablet fever
0,Oh. U must have taken your REAL Valentine out shopping first.   ,oh u real valentine shopping
0,"Just sent you an email ÛÒ to an address with incomm in it, is that right?   ",send email ûò address incomm right
0,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early   ",blake night able little early
0,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e   ",friendship game play word start march end tomorrow yesterday today e
0,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!   ",nice waitshould texte right m pay ticket ya know
0,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?   ,m watch lotr w sis dis aft u wan 2 meet 4 dinner nite
0,Why you keeping me away like this   ,away like
0,I think its far more than that but find out. Check google maps for a place from your dorm.   ,think far find check google map place dorm
0,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.   ,trip ok tiring lor uni start today ok 4 cos m module jus concentrate final yr project
0,Have you always been saying welp?   ,welp
0,"I'm a guy, browsin is compulsory   ",m guy browsin compulsory
0,Ok...   ,ok
0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu   ,purity friendship smile read forwarded messageit smile gud evng musthu
0,"Sorry, I'll call later   ",sorry ill later
0,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)   ",add care dude fuck hey money want
0,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea   ",hello lover new job happy think wake slave send teasing kiss sea
0,I told your number to gautham..   ,tell number gautham
0,Tell them no need to investigate about me anywhere.   ,tell need investigate
0,Ok i juz receive..   ,ok juz receive
0,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.   ",believe thing morning want good morning love beautiful morning library later
1,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz   ",account credit 500 free text message activate txt word credit 80488 tcs www80488biz
0,In the end she might still vomit but its okay. Not everything will come out.   ,end vomit okay come
0,How are you with moneY...as in to you...money aint a thing....how are you sha!   ,moneyas youmoney thinghow sha
0,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c   ,weather extra warm cold pls lot vitamin c
0,Hey gals.. Anyone of u going down to e driving centre tmr?   ,hey gal u e drive centre tmr
0,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.   ,m yahoo messenger send message ill send mobile mode sha ill reply
0,I'm putting it on now. It should be ready for  &lt;TIME&gt;    ,m ready   lttimegt
0,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon   ",time n smile r crucial thing life time forget smile smile forget time gud noon
1,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO   ",sms ac jsco energy high u know 2channel 2day ur leadership skill r strong psychic reply ans wquestion end reply end jsco
0,Host-based IDPS for linux systems.   ,hostbase idps linux system
1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call   ",hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate
0,Don no da:)whats you plan?   ,don dawhat plan
0,Ill be there on  &lt;#&gt;  ok.   ,ill   ltgt   ok
0,Oh my God. I'm almost home   ,oh god m home
0,Total video converter free download type this in google search:)   ,total video converter free download type google search
1,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.   ,thank vote sing star karaoke mobile free link reply sing
0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.   ",wen ur lovable bcum angry wid u dnt seriously coz angry d childish n true way deep affection care n luv kettoda manda nice day da
0,Sounds like something that someone testing me would sayy   ,sound like test sayy
0,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.   ,u love love u u love want love gud nit
0,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)   ",peteis phone jenny college leannewhat
0,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?   ,oop sorry check mind pick tomo half station ok
0,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*   ",hey sweet wonder moment come   want send file yahoo connection suck remember set page download format disc   tell   know way download big file   download stuff directly internet help great prey   teasing kiss
0,Hows the champ just leaving glasgow!   ,s champ leave glasgow
0,K:)all the best:)congrats...   ,kall bestcongrat
0,I wonder if you'll get this text?   ,wonder ll text
0,I need to come home and give you some good lovin...   ,need come home good lovin
1,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.   ,brand new mobile music service live free music player arrive shortly install phone browse content artist
0,Shall i ask one thing if you dont mistake me.   ,shall ask thing mistake
0,Check wid corect speling i.e. Sarcasm   ,check wid corect spele ie sarcasm
1,"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate   ",urgent mobile award å2000 bonus caller prize 10803 2nd attempt contact 08714719523 box95qu bt national rate
0,Are you angry with me. What happen dear   ,angry happen dear
0,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.   ,thk u dun haf 2 hint e forum lor cos tell ron n darren 2 tell shuhui
0,Yup ok thanx...   ,yup ok thanx
0,Hi:)cts employee how are you?   ,hict employee
0,Pls pls find out from aunt nike.   ,pls pls find aunt nike
0,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you   ",wow   love sooo know   barely stand   wonder day love   think miss
0,No screaming means shouting..   ,screaming mean shout
0,Hey what happen de. Are you alright.   ,hey happen de alright
0,Should I have picked up a receipt or something earlier   ,pick receipt early
0,I think chennai well settled?   ,think chennai settle
0,Oh dang! I didn't mean o send that to you! Lol!   ,oh dang mean o send lol
0,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th   ,unfortunately ve find pick sister airport evening think ill try th
0,Horrible bf... I now v hungry...   ,horrible bf v hungry
0,Remember on that day..   ,remember day
1,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+   ,win nokia 7250i win free auction send nokia 86021 hgsuite3422land roww1jhl 16
0,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!   ,s feel mr real valentine yo valentine tho u hardly play
0,All sounds good. Fingers . Makes it difficult to type   ,sound good finger   difficult type
0,Midnight at the earliest   ,midnight early
0,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?   ,sure m try xavi smoke want smoke tell smoke
0,K come to nordstrom when you're done   ,k come nordstrom
0,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..   ,u konw waht rael friendship m gve yuo exmpel jsut ese tihs msg evrey spllee tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleepsweet dream
0,Now press conference da:)   ,press conference da
1,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow   ",hello orange 1 month free access game news sport plus 10 free text 20 photo message reply yes term apply wwworangecoukow
0,After completed degree. There is no use in joining finance.   ,complete degree use join finance
0,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?   ",good afternoon love   job prospect   miss     lazy bleak hmmm   happy fill love
0,Shant disturb u anymore... Jia you...   ,shall disturb u anymore jia
0,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...   ,bishan lar nearer need buy early cos buy park car
0,"Me, i dont know again oh   ",know oh
0,Dude sux for snake. He got old and raiden got buff   ,dude sux snake old raiden buff
0,He says hi and to get your ass back to south tampa (preferably at a kegger)   ,hi ass south tampa preferably kegger
0,In e msg jus now. U said thanks for gift.   ,e msg ju u thank gift
0,U too...   ,u
0,Ok how you dear. Did you call chechi   ,ok dear chechi
0,Yeah we do totes. When u wanna?   ,yeah tote u wanna
0,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.   ,ok find dis pierre cardin look normal cost 20 sale
0,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)   ,good sleep rhythm person establish rhythm body learn use want know
0,Wat r u doing?   ,wat r u
0,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side   ,message   truro hospital ext phone phone
0,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but  don't miss ur best life for anything... Gud nyt...""  ",single line big meaning miss 4 ur good life   miss ur good life gud nyt
0,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?   ",gas money chance gang want grand nature adventure
0,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.   ,dnt worryuse ice piece cloth packalso 2 tablet
0,Dude just saw a parked car with its sunroof popped up. Sux   ,dude park car sunroof pop sux
0,Get ready to put on your excellent sub face :)   ,ready excellent sub face
0,Tmrw. Im finishing 9 doors   ,tmrw m finish 9 door
0,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.   ",  ltgt g day ago guy want sell wifi   ltgt   3 g   ltgt   s blank
0,I am late. I will be there at   ,late
0,"whatever, im pretty pissed off.   ",m pretty pissed
0,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy   ,today accept dayu accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy
0,I dont have that much image in class.   ,image class
0,No:-)i got rumour that you going to buy apartment in chennai:-)   ,noi rumour buy apartment chennai
0,Near kalainar tv office.thenampet   ,near kalainar tv officethenampet
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL   ,ur cashbalance currently 500 pound   maximize ur cashin send 86688 150pmsg cc 08718720201 hgsuite3422land roww1j6hl
1,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL   ,sms auction   brand new nokia 7250 4 auction today auction free 2 join   txt nokia 86021 hgsuite3422land roww1j6hl
0,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.   ,sis catch e e afternoon m watch w c u wan 2 watch today tmr lor
0,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...   ",sound gd haha wah u yan jiu fast liao
0,No. To be nosy I guess. Idk am I over reacting if I'm freaked?   ,nosy guess idk react m freak
0,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.   ",remember hurt day satanic imposter meneed pay priceso itmay destiny u pray mind
0,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..   ,girl happy difficult girl happy u need 1 friend 2 companion 3 lover 4 chef      ltgt   good listener   ltgt   organizer   ltgt   good boyfriend   ltgt   clean   ltgt   sympathetic   ltgt   athletic   ltgt   warm      ltgt   courageous   ltgt   determine   ltgt   true   ltgt   dependable   ltgt   intelligent      ltgt   psychologist   ltgt   p exterminator   ltgt   psychiatrist   ltgt   healer     ltgt   stylist   ltgt   driver    aaniye pudunga venaam
0,"Why is that, princess? I bet the brothas are all chasing you!   ",princess bet brotha chase
0,"I shall book chez jules for half eight, if that's ok with you?   ",shall book chez jule half s ok
0,Hhahhaahahah rofl wtf nig was leonardo in your room or something   ,hhahhaahahah rofl wtf nig leonardo room
0,"Yep, at derek's house now, see you Sunday &lt;3   ",yep dereks house sunday lt3
0,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day   ",cool let know kick   ltgt   ill day
0,"Sorry, I'll call later   ",sorry ill later
0,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.   ,wonder okay uncle john let know thing nigeria r   ltgt   dollar 2years send know strain plan pay dime dime expect practical like
0,There are no other charges after transfer charges and you can withdraw anyhow you like   ,charge transfer charge withdraw like
0,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL   ",search love let love find u s fall love bcoz u force u fall u know smeone hold u bslvyl
0,At 4. Let's go to bill millers   ,4 let bill miller
0,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo   ,love set soul fire spark flame big rawre flame xoxo
0,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)   ",somewhr surely 4 u god decide perfect time u meet dat person     till den       enjoy ur crush
